Tiempo [s],u [m],v [m/s],a [m/s²]
52.64,-1.856863241125854e-06,1.3936927207735843e-05,0.0007315799152672165
52.64,-1.8044167825414967e-06,1.6343584544316704e-05,0.0006932484928096606
52.65,-1.7442728155270617e-06,1.8620893763033897e-05,0.0006530250491277516
52.65,-1.676878863461719e-06,2.0762369309616947e-05,0.0006106950055176894
52.65,-1.6027059177209348e-06,2.2760791970933457e-05,0.000566021707628885
52.66,-1.5222509478453984e-06,2.460817108694459e-05,0.0005187893824065855
52.66,-1.4360391903810638e-06,2.6295846746816663e-05,0.00046884224821842343
52.66,-1.344625790387376e-06,2.7814716580206144e-05,0.000416116698653617
52.67,-1.2485964427923576e-06,2.9155562622981164e-05,0.00036066484042565394
52.67,-1.1485667762999694e-06,3.0309448166387577e-05,0.00030266785978127814
52.67,-1.0451803318251868e-06,3.1268150537328614e-05,0.000242439040601397
52.68,-9.391051014219188e-07,3.202459546551185e-05,0.0001804166143387499
52.68,-8.310287034869929e-07,3.257326024216296e-05,0.00011714776009240458
52.68,-7.216523676375449e-07,3.291051748466057e-05,5.326533150353566e-05
52.69,-6.116839817753915e-07,3.303489708612888e-05,-1.0540501963433077e-05
52.69,-5.018305097367054e-07,3.294725140753978e-05,-7.35532878300411e-05
52.69,-3.927901181941497e-07,3.2650816641278466e-05,-0.00013506178639561463
52.7,-2.852443559244554e-07,3.2151170855015375e-05,-0.00019438946696997378
52.7,-1.7985070848394956e-07,3.145609678914413e-05,-0.0002509203148736777
52.7,-7.723581052149341e-08,3.057536305975956e-05,-0.00030411932377003416
52.71,2.2010459051450807e-08,2.952044222462422e-05,-0.0003535467830680955
52.71,1.1733984156482815e-07,2.8304186779280494e-05,-0.00039886589952903067
52.71,2.0824943792331655e-07,2.6940485254571967e-05,-0.0004398438107512331
52.72,2.9428430968610254e-07,2.5443919896074255e-05,-0.0004763466464240367
52.72,3.7503899444944977e-07,2.3829445070619257e-05,-0.0005083294720592979
52.72,4.501580436871232e-07,2.2112102383934614e-05,-0.0005358224044670553
52.73,5.193357334657602e-07,2.0306784113615578e-05,-0.0005589142869409855
52.73,5.823151256802637e-07,1.8428051969184483e-05,-0.0005777352712099069
52.73,6.388866690533098e-07,1.6490013536395406e-05,-0.0005924398505026125
52.74,6.888865259279537e-07,1.450625415429529e-05,-0.0006031912410586137
52.74,7.321947945756074e-07,1.2489818585251553e-05,-0.0006101484860478392
52.74,7.687337695783944e-07,1.0453233183999018e-05,-0.0006134565449978424
52.75,7.984663482801876e-07,8.408557977048319e-06,-0.0006132401330854623
52.75,8.21394652232322e-07,6.36745629500044e-06,-0.0006096011397785822
52.75,8.375588922693132e-07,4.3412700126662985e-06,-0.0006026196435461286
52.76,8.470364677013729e-07,2.3410889385006187e-06,-0.0005923578885495473
52.76,8.499412562406403e-07,3.778047207948415e-07,-0.0005788669344538959
52.76,8.464230239087505e-07,-1.5378586994389227e-06,-0.0005621948509598061
52.77,8.366668648361923e-07,-3.3953429497106333e-06,-0.0005423961111529776
52.77,8.208925700015886e-07,-5.184284371864635e-06,-0.0005195409529318381
52.77,7.99353821975954e-07,-6.8945740217668966e-06,-0.0004937243193672256
52.78,7.723371190487516e-07,-8.516446305051123e-06,-0.00046507340088726087
52.78,7.401603458821741e-07,-1.0040591303785597e-05,-0.0004337534378220446
52.78,7.031709277384558e-07,-1.1458284539994549e-05,-0.0003999712369909015
52.79,6.617435297308436e-07,-1.2761526399023609e-05,-0.0003639762137512779
52.79,6.162772898668683e-07,-1.3943182860196574e-05,-0.00032605883460132
52.79,5.671926029351718e-07,-1.4997118945890754e-05,-0.0002865465514761475
52.8,5.149274997924176e-07,-1.5918316713401408e-05,-0.00024579745020956344
52.8,4.5993369158553277e-07,-1.6702970481372606e-05,-0.00020419198663399485
52.8,4.0267236934753143e-07,-1.7348553331124024e-05,-0.00016212330816252387
52.81,3.436098648667512e-07,-1.7853850659268838e-05,-0.00011998675059986103
52.81,2.832132877476139e-07,-1.8218958567595878e-05,-7.8169152434796e-05
52.81,2.21946255374515e-07,-1.844524708737839e-05,-3.703871328303556e-05
52.82,1.6026482678213653e-07,-1.853529055615973e-05,3.063998461285027e-06
52.82,9.86137384586472e-08,-1.8492769544279684e-05,4.1833208884688745e-05
52.82,3.7423020379515676e-08,-1.8322350816329127e-05,7.900280685794169e-05
52.83,-2.2894954714647944e-08,-1.8029553301046537e-05,0.00011434852899177983
52.83,-8.194796505320609e-08,-1.7620609174434696e-05,0.0001476872689043648
52.83,-1.3936598389409465e-07,-1.7102329532443725e-05,0.00017887364194038309
52.84,-1.948028117520287e-07,-1.648198370461136e-05,0.00020779392186827045
52.84,-2.4793736236528073e-07,-1.5767200428408333e-05,0.00023435799794754186
52.84,-2.984746898357572e-07,-1.4965896903688287e-05,0.0002584900476079117
52.85,-3.4614685818663174e-07,-1.408623929073292e-05,0.0002801187861050513
52.85,-3.907137586772162e-07,-1.3136635162714898e-05,0.0002991683722594884
52.85,-4.319639729328198e-07,-1.2125754828743963e-05,0.0003155510465468626
52.86,-4.6971576100561125e-07,-1.1062574948086512e-05,0.0003291624674242246
52.86,-5.038182236739919e-07,-9.956434688104123e-06,0.0003398806498913504
52.86,-5.341526490009946e-07,-8.817091886482915e-06,0.00034756914465780434
52.87,-5.606340072949352e-07,-7.654764922594254e-06,0.0003520846496807691
52.87,-5.832125100034405e-07,-6.480145554554421e-06,0.00035328901670599104
52.87,-6.018751009493356e-07,-5.304368616333647e-06,0.0003510649995755587
52.88,-6.166467076103656e-07,-4.138926907328236e-06,0.00034533477833600235
52.88,-6.275910506829048e-07,-2.995523240822908e-06,0.00033607979623095875
52.88,-6.348107962494865e-07,-1.8858566943450387e-06,0.0003233602064374552
52.89,-6.384468399464206e-07,-8.213460041254768e-07,0.00030733195891439287
52.89,-6.386765385489882e-07,1.8720044860999694e-07,0.0002882596296477878
52.89,-6.357107516145442e-07,1.12995231123814e-06,0.0002665231247729143
52.9,-6.297896227207892e-07,1.998440967882715e-06,0.00024261680966050492
52.9,-6.211771126706012e-07,2.785933223612098e-06,0.0002171400929242756
52.9,-6.101543901535917e-07,3.4877662206925915e-06,0.00019077915287430046
52.91,-5.970122818823421e-07,4.10161436817057e-06,0.0001642801741674565
52.91,-5.82043075884238e-07,4.627661092359774e-06,0.0001384154229646248
52.91,-5.65532049867357e-07,5.068653043900968e-06,0.00011394396937352712
52.92,-5.47749153628295e-07,5.429821153885499e-06,9.156973902818274e-05
52.92,-5.289413029398775e-07,5.718662232901748e-06,7.190000989075157e-05
52.92,-5.093257372948444e-07,5.944585228300325e-06,5.540751174030098e-05
52.93,-4.890848530908558e-07,6.118437008118698e-06,4.2399559726113486e-05
52.93,-4.6836284747201493e-07,6.2519334421888614e-06,3.299701034965539e-05
52.93,-4.4726439988599706e-07,6.357030550889482e-06,2.712547470613115e-05
52.94,-4.2585548527224445e-07,6.445277693651626e-06,2.452012646832197e-05
52.94,-4.0416626406722916e-07,6.5271985306140535e-06,2.4744605708038555e-05
52.94,-3.8219584149944606e-07,6.611745989001673e-06,2.7223113082168284e-05
52.95,-3.599185445067271e-07,6.705873721678498e-06,3.128391785657065e-05
52.95,-3.372912417189612e-07,6.814259444280914e-06,3.621108809509561e-05
52.95,-3.1426114209438697e-07,6.939204447673235e-06,4.130071043789381e-05
52.96,-2.9077346017934775e-07,7.080720460725538e-06,4.5917051109210086e-05
52.96,-2.6677833703202066e-07,7.236799751926836e-06,4.9543959453371756e-05
52.96,-2.4223645788596665e-07,7.403848943650568e-06,5.182711247115203e-05
52.97,-2.1712290857449646e-07,7.5772525875935816e-06,5.260299458838777e-05
52.97,-1.9142895643972586e-07,7.75201996905943e-06,5.1911832943763785e-05
52.97,-1.6516161736193662e-07,7.923460050145223e-06,4.999255820309645e-05
52.98,-1.383410650915124e-07,8.087824579520169e-06,4.7259722034019606e-05
52.98,-1.1099613641967083e-07,8.24286010523346e-06,4.426342833849861e-05
52.98,-8.315836913155687e-08,8.388214749273502e-06,4.163525369104901e-05
52.99,-5.4855162789783746e-08,8.525656292071951e-06,4.002405800214699e-05
52.99,-2.610276106248682e-08,8.659072218014976e-06,4.002690578789964e-05
52.99,3.1001924460767582e-09,8.794240099093359e-06,4.212070818156434e-05
53.0,3.277778180393755e-08,8.938375661680992e-06,4.660051670530515e-05
53.0,6.297995926197843e-08,9.099485235431163e-06,5.352990054220001e-05
53.0,9.378316039102488e-08,9.285566789101122e-06,6.270811906973802e-05
53.01,1.252880389087284e-07,9.503718481431726e-06,7.365762234712966e-05
53.01,1.5761418714812887e-07,9.759223937565505e-06,8.563362030495779e-05
53.01,1.9089194939281308e-07,1.0054688083522501e-05,9.765604483367044e-05
53.02,2.2525167837791366e-07,1.0389296731181484e-05,0.00010856216409549248
53.02,2.6081101041911267e-07,1.0758266012066196e-05,0.00011707655811013259
53.02,2.976609233138038e-07,1.1152535522063922e-05,0.00012189364505920435
53.03,3.3585147793974016e-07,1.1558742202623583e-05,0.0001217669860824598
53.03,3.7537821721312816e-07,1.1959491969228961e-05,0.00011559866754929693
53.03,4.1617019790929503e-07,1.2333924055315886e-05,0.0001025224127082476
53.04,4.580805605020943e-07,1.2658541677465923e-05,8.197383220775838e-05
53.04,5.008804050046169e-07,1.2908262377716105e-05,5.374328502150423e-05
53.04,5.442565443458353e-07,1.3057625334890896e-05,1.8005658462241097e-05
53.05,5.878134662933583e-07,1.3082078744871129e-05,-2.4672889154163305e-05
53.05,6.310795700875214e-07,1.2959267852631851e-05,-7.33543743783082e-05
53.05,6.735174700653534e-07,1.267023884407144e-05,-0.00012677161924922777
53.06,7.145378979121999e-07,1.2200482908572348e-05,-0.00018339215451299232
53.06,7.535165070155944e-07,1.1540753616812416e-05,-0.00024149853161296986
53.06,7.898127009814e-07,1.0687607242655317e-05,-0.00029927985375902523
53.07,8.227894871765638e-07,9.643633995168565e-06,-0.0003549280904942306
53.07,8.518333024852936e-07,8.417369420496845e-06,-0.00040673293009322795
53.07,8.763727749281981e-07,7.022896117133035e-06,-0.00045316884621717624
53.08,8.958954689783236e-07,5.479166289545505e-06,-0.0004929688918557997
53.08,9.099618068155759e-07,3.8090930348956438e-06,-0.0005251808377386552
53.08,9.182155510051313e-07,2.038471988418229e-06,-0.0005492023266660671
53.09,9.203904619529757e-07,1.9480446150263317e-07,-0.0005647936192521863
53.09,9.16312989155621e-07,-1.693903041275539e-06,-0.0005720677019497432
53.09,9.059011018646519e-07,-3.6002887541642403e-06,-0.0005714593018373752
53.1,8.89159595730587e-07,-5.498667035218292e-06,-0.0005636755858537193
53.1,8.661724123713668e-07,-7.365883404756139e-06,-0.0005496324473046811
53.1,8.370926665013102e-07,-9.181949182497299e-06,-0.0005303811648102355
53.11,8.021311810999299e-07,-1.0930427957960303e-05,-0.0005070306254349018
53.11,7.61544380334106e-07,-1.2598563450347439e-05,-0.00048067032274122723
53.11,7.156223811903987e-07,-1.4177155727212904e-05,-0.0004522993932285322
53.12,6.646780605353176e-07,-1.5660209439820785e-05,-0.00042276592709801123
53.12,6.090377608832619e-07,-1.704439163656764e-05,-0.00039272052967969875
53.12,5.490341443218045e-07,-1.8328348617086873e-05,-0.00036258648600280915
53.13,4.850015211585557e-07,-1.9511938653057445e-05,-0.00033254830714968936
53.13,4.1727378035627035e-07,-2.0595441907176672e-05,-0.00030255872899623726
53.13,3.46184846242245e-07,-2.1578808383306288e-05,-0.000272363353389603
53.14,2.7207139348966133e-07,-2.2461000979340084e-05,-0.00024154084785866576
53.14,1.9527738199383264e-07,-2.323948301860501e-05,-0.00020955572068880466
53.14,1.1615983588139079e-07,-2.3909888989289807e-05,-0.00017581984528758845
53.15,3.509519529544019e-08,-2.4465903982003203e-05,-0.00013975832479418645
53.15,-4.751447852455166e-08,-2.4899362588529642e-05,-0.00010087525163659929
53.15,-1.3123616175066802e-07,-2.520056277776161e-05,-5.88144014214057e-05
53.16,-2.1560205321754512e-07,-2.5358774496787874e-05,-1.3410821405871693e-05
53.16,-3.001078484116693e-07,-2.5362909282661137e-05,3.5270722140893476e-05
53.16,-3.8421352107229414e-07,-2.5202304585210654e-05,8.69134327943975e-05
53.17,-4.6734685521922397e-07,-2.4867567487563984e-05,0.0001409441401683625
53.17,-5.489097727513147e-07,-2.4351416997037274e-05,0.00019654804689138065
53.17,-6.282872949275494e-07,-2.3649461920603567e-05,0.0002527017861681669
53.18,-7.048587744156361e-07,-2.2760854487042774e-05,0.000308223353048625
53.18,-7.780108518453653e-07,-2.1688766088869682e-05,0.0003618357668452355
53.18,-8.471514406544307e-07,-2.044064271798721e-05,0.00041224045135882957
53.19,-9.117239381042038e-07,-1.902821166645957e-05,0.0004581955759989783
53.19,-9.71220807723144e-07,-1.746722767055979e-05,0.0004985937004323597
53.19,-1.0251956853621158e-06,-1.5776965290542464e-05,0.0005325333577078266
53.2,-1.0732732288463636e-06,-1.3979482337157294e-05,0.0005593790487384231
53.2,-1.1151560578290732e-06,-1.2098696936884834e-05,0.0005788048923449545
53.2,-1.1506283088109883e-06,-1.0159335706908273e-05,0.0005908183434117462
53.21,-1.1795555490364674e-06,-8.185821653125426e-06,0.0005957613707569559
53.21,-1.2018810378551732e-06,-6.201177428494537e-06,0.0005942884911246771
53.21,-1.2176185772544203e-06,-4.226020389442025e-06,0.0005873225095558495
53.22,-1.22684243610069e-06,-2.2777215918158853e-06,0.0005759905708592627
53.22,-1.2296750464169092e-06,-3.6979069219703463e-07,0.0005615449188220565
53.22,-1.226273337214358e-06,1.488466751627686e-06,0.0005452737396482275
53.23,-1.2168146778524695e-06,3.291992125126164e-06,0.0005284088056339211
53.23,-1.2014834383849448e-06,5.039711697543527e-06,0.0005120366594874022
53.23,-1.1804591344205156e-06,6.733987254519564e-06,0.0004970202919505203
53.24,-1.1539070097627333e-06,8.37981949586265e-06,0.00048393742718019257
53.24,-1.121971728661967e-06,9.983863723210652e-06,0.00047304041451241813
53.24,-1.08477461427755e-06,1.155333255365825e-05,0.0004642409843564717
53.25,-1.0424145983740493e-06,1.3094869846313817e-05,0.0004571214360345485
53.25,-9.949727606842909e-07,1.4613483125685007e-05,0.00045097127044355345
53.25,-9.425200577187648e-07,1.6111617275176386e-05,0.0004448468161709896
53.26,-8.851275926313439e-07,1.758844190878408e-05,0.00043764876493352517
53.26,-8.228785808823539e-07,1.903940724486797e-05,0.0004282117676912981
53.26,-7.558810369784434e-07,2.0456102446597536e-05,0.00041539860624230054
53.27,-6.842801565762308e-07,2.1826425489144613e-05,0.0003981915104623941
53.27,-6.082694001307276e-07,2.3135048793889273e-05,0.00037577312693150424
53.27,-5.280993961754229e-07,2.4364140812661897e-05,0.00034759075303837124
53.28,-4.4408396446479384e-07,2.5494283597277095e-05,0.0003133988169704677
53.28,-3.566027958064554e-07,2.6505511192444465e-05,0.0002732764257680796
53.28,-2.6610059584482703e-07,2.7378385073486804e-05,0.00022761917492230768
53.29,-1.7308278060649297e-07,2.8095021792293482e-05,0.0001771063694744665
53.29,-7.810807800286777e-08,2.863999387419114e-05,0.00012264726184846924
53.29,1.8221381486818836e-08,2.9001038261885446e-05,6.531139488414836e-05
53.3,1.152717293819642e-07,2.9169524842702533e-05,6.249672753227488e-06
53.3,2.1238992217883814e-07,2.914066019782762e-05,-5.338658532973093e-05
53.3,3.0891632318580615e-07,2.8913425804143165e-05,-0.00011252146305839053
53.31,4.041964796936247e-07,2.8490273453159496e-05,-0.0001702183326134402
53.31,4.975913999934402e-07,2.7876621967421233e-05,-0.00022572664090857145
53.31,5.884858208333909e-07,2.708021534366028e-05,-0.00027850783872411294
53.32,6.762941811447234e-07,2.6110413026169183e-05,-0.00032823903702576036
53.32,7.604642600682992e-07,2.497748615012267e-05,-0.0003747948740719408
53.32,8.404786725239842e-07,2.369198991531473e-05,-0.0004182105576109813
53.33,9.158546210573553e-07,2.226427126763178e-05,-0.0004586303690380782
53.33,9.861424593533052e-07,2.0704155312402293e-05,-0.0004962476727145993
53.33,1.0509237156688692e-06,1.9020833282439077e-05,-0.0005312430224263522
53.34,1.1098092455261094e-06,1.7222952894010458e-05,-0.0005637269765416319
53.34,1.1624381318445266e-06,1.5318890232698856e-05,-0.0005936938167148388
53.34,1.208477833044732e-06,1.3317162712460118e-05,-0.0006209911039678498
53.35,1.2476259085166949e-06,1.1226927654840777e-05,-0.0006453082662765228
53.35,1.2796134444883232e-06,9.058501919324403e-06,-0.000666185574461188
53.35,1.304210082847656e-06,6.823835309411011e-06,-0.0006830426836246823
53.36,1.3212303436995296e-06,4.536874908346824e-06,-0.0006952238932321687
53.36,1.3305407512357559e-06,2.213768356390118e-06,-0.0007020556369905745
53.36,1.3320671402077714e-06,-1.271298767004399e-07,-0.0007029104188969939
53.37,1.3258014505779262e-06,-2.465465318094453e-06,-0.0006972707237438419
53.37,1.3118073182429237e-06,-4.779297928938531e-06,-0.0006847864182987022
53.37,1.290223840295316e-06,-7.0456975771585054e-06,-0.0006653197906264488
53.38,1.2612670275800448e-06,-9.241475381585447e-06,-0.0006389734776795236
53.38,1.2252286423062757e-06,-1.134399146821093e-05,-0.0006060983770642526
53.38,1.1824723362854053e-06,-1.3331971375316233e-05,-0.0005672802903885845
53.39,1.1334272348492714e-06,-1.518626121871584e-05,-0.0005233065053704351
53.39,1.0785793302385282e-06,-1.6890457002330736e-05,-0.0004751150239379494
53.39,1.0184612352088584e-06,-1.843135424281654e-05,-0.0004237312548367419
53.4,9.536409844228965e-07,-1.97991808776229e-05,-0.000370197875976571
53.4,8.847106446209076e-07,-2.098759618330012e-05,-0.0003155044597430041
53.4,8.122754973302821e-07,-2.1993460368302576e-05,-0.0002605234065123551
53.41,7.369444897799258e-07,-2.2816400722846795e-05,-0.00020595801262032905
53.41,6.593225169076564e-07,-2.3458219014415807e-05,-0.00015230776126886662
53.41,5.800049122790436e-07,-2.3922199890205566e-05,-9.985365815934478e-05
53.42,4.995743062950714e-07,-2.4212388470309504e-05,-4.866525348598437e-05
53.42,4.18599776289877e-07,-2.433290863249235e-05,1.3715941468147691e-06
53.42,3.3763798727001997e-07,-2.428738895645027e-05,5.0508818118200706e-05
53.43,2.5723582541487704e-07,-2.407855314524014e-05,9.907647004532532e-05
53.43,1.7793387709565534e-07,-2.370801609787479e-05,0.00014741495966915754
53.43,1.0027001818631778e-07,-2.317630728852865e-05,0.0001958055673179102
53.44,2.478236005715374e-08,-2.248312166799823e-05,0.00024440587986443755
53.44,-4.798914822620615e-08,-2.1627776605369305e-05,0.00029319623465437993
53.44,-1.1750304209607515e-07,-2.0609833835662544e-05,0.000341942380586327
53.45,-1.8321899276067743e-07,-1.9429829300873917e-05,0.00039017802282297775
53.45,-2.4460297578064716e-07,-1.8090042885463363e-05,0.00043720931532910374
53.45,-3.0113490757096734e-07,-1.659523505005944e-05,0.0004821411053906913
53.46,-3.523184627391387e-07,-1.4953279211763386e-05,0.0005239233041137481
53.46,-3.9769256788747777e-07,-1.3175626041199533e-05,0.0005614134747927793
53.46,-4.368438901264694e-07,-1.127754971878924e-05,0.0005934507166859229
53.47,-4.6941951605840575e-07,-9.278143506001067e-06,0.0006189348356591595
53.47,-4.951389599028406e-07,-7.200052512384926e-06,0.0006369041972512007
53.47,-5.138046529391752e-07,-5.068953213234057e-06,0.0006466060666659391
53.48,-5.253101488626542e-07,-2.9128096070701526e-06,0.0006475536209548546
