Tiempo [s],u [m],v [m/s],a [m/s²]
121.39,-5.2717419879769566e-08,-2.264152644458694e-06,-1.9870651555938025e-05
121.4,-6.040874774101614e-08,-2.323956786268968e-06,-1.215300145746765e-05
121.4,-6.823308057297786e-08,-2.357426893332406e-06,-3.7051162421243293e-06
121.4,-7.609698184682857e-08,-2.3622575178515148e-06,5.318600438079575e-06
121.41,-8.39007144643191e-08,-2.3366871591045617e-06,1.4728623176032423e-05
121.41,-9.154032274359849e-08,-2.279608180128905e-06,2.430889183574194e-05
121.41,-9.891000175322756e-08,-2.1906458563052382e-06,3.3828092185332205e-05
121.42,-1.0590463032116735e-07,-2.0701980773110993e-06,4.305302994569298e-05
121.42,-1.1242232237342708e-07,-1.919429700974938e-06,5.176292635320884e-05
121.42,-1.1836684046095753e-07,-1.7402192967865616e-06,5.976366387273695e-05
121.43,-1.236497168784894e-07,-1.5350595520679674e-06,6.690065385532467e-05
121.43,-1.2819194239143612e-07,-1.3069168313679207e-06,7.306924968696712e-05
121.43,-1.3192510966443166e-07,-1.0590589093587554e-06,7.822169913219339e-05
121.44,-1.347919362389676e-07,-7.948630419818463e-07,8.236988140028232e-05
121.44,-1.3674613769681533e-07,-5.176187413323169e-07,8.55834514582892e-05
121.44,-1.3775167181762836e-07,-2.3034062035612538e-07,8.798332331947764e-05
121.45,-1.377814250593878e-07,6.439347967018944e-08,8.973088084476883e-05
121.45,-1.3681545926153023e-07,3.645654313084236e-07,9.101362892593309e-05
121.45,-1.348389749762041e-07,6.687898751538348e-07,9.202837437918649e-05
121.46,-1.3184017475261658e-07,9.763302179773472e-07,9.296321601429548e-05
121.46,-1.2780822237793029e-07,1.2870548374876228e-06,9.39798223851482e-05
121.46,-1.2273149095153698e-07,1.6013356637907416e-06,9.519745058870523e-05
121.47,-1.1659627354291702e-07,1.9198960866715786e-06,9.668008086608652e-05
121.47,-1.093860961670389e-07,2.2436195391992465e-06,9.842782439742587e-05
121.47,-1.0108172634517477e-07,2.573333661970788e-06,0.00010037339668894226
121.48,-9.166191501151768e-08,2.9095873605690693e-06,0.0001023841692704384
121.48,-8.110484948532094e-08,3.2524391956961073e-06,0.00010426961381065983
121.48,-6.939023550226583e-08,3.601274868872224e-06,0.0001057938844433812
121.49,-5.650187149548944e-08,3.954670032840683e-06,0.00010669246042507471
121.49,-4.243053333896563e-08,4.310311021764079e-06,0.00010669172189841018
121.49,-2.7176956419860542e-08,4.6649819656771596e-06,0.00010552988369387429
121.5,-1.0754686808133e-08,5.014621506143749e-06,0.00010297771535348912
121.5,6.807423947690827e-09,5.354446975073357e-06,9.88573368354372e-05
121.5,2.546328515238313e-08,5.679138396070596e-06,9.305761842549891e-05
121.51,4.514836210200114e-08,5.983069959490723e-06,8.554494943894056e-05
121.51,6.577931692359471e-08,6.260572706826234e-06,7.636838330478734e-05
121.51,8.72545513331977e-08,6.506209393710127e-06,6.565881665013911e-05
121.52,1.0945564198773831e-07,6.7150415839426205e-06,5.3622129277198e-05
121.52,1.322495938090665e-07,6.882869324391337e-06,4.0526861286785196e-05
121.52,1.5549177659766076e-07,7.006425862789195e-06,2.6687233195598892e-05
121.53,1.7902936048778377e-07,7.083513150234798e-06,1.244302724134273e-05
121.53,2.027050304264286e-07,7.113068782730812e-06,-1.862329670962367e-06
121.53,2.2636074137258302e-07,7.095159953062047e-06,-1.5903602383130258e-05
121.54,2.4984127617676274e-07,7.03090605787236e-06,-2.939385198601067e-05
121.54,2.7299738700946694e-07,6.922337008610699e-06,-4.210127765480975e-05
121.54,2.956883371647834e-07,6.772199309245675e-06,-5.38613710086297e-05
121.55,3.177837102399227e-07,6.583726140452348e-06,-6.458364525673783e-05
121.55,3.391644139718791e-07,6.360390149174557e-06,-7.425220130504575e-05
121.55,3.597228716127517e-07,6.105659238515246e-06,-8.292042904377621e-05
121.56,3.7936245907055695e-07,5.8227747130225265e-06,-9.070007701483667e-05
121.56,3.9799630602958626e-07,5.514569581203029e-06,-9.774585474637838e-05
121.56,4.155456288055091e-07,5.183340907363269e-06,-0.00010423676656820282
121.57,4.319377976110239e-07,4.830785689946515e-06,-0.00011035587838585531
121.57,4.471043585504256e-07,4.458004141235427e-06,-0.00011627013573525341
121.57,4.6097922939175777e-07,4.065568638908072e-06,-0.00012211210341017592
121.58,4.7349726790677326e-07,3.6536507133390153e-06,-0.00012796510369933838
121.58,4.845933741445246e-07,3.2221936124614254e-06,-0.00013385310861264743
121.58,4.942022364765236e-07,2.771113856346762e-06,-0.00013973627554815708
121.59,5.022587697390441e-07,2.3005125865850117e-06,-0.00014551258653283802
121.59,5.086992276381338e-07,1.8108764790240039e-06,-0.00015102545446692202
121.59,5.134629064766827e-07,1.3032488018129877e-06,-0.00015607673001874514
121.6,5.16494298513628e-07,7.793534659364958e-07,-0.00016044408994083084
121.6,5.177455063256125e-07,2.416588356684261e-07,-0.0001639011602032312
121.6,5.171786988411897e-07,-3.0662653894726e-07,-0.0001662388401455716
121.61,5.147683777622685e-07,-8.616285760436446e-07,-0.00016728579371775077
121.61,5.105032316981276e-07,-1.4189484241732366e-06,-0.00016692630569664518
121.61,5.043873843513511e-07,-1.9738591268792325e-06,-0.00016511379581751667
121.62,4.964408901022677e-07,-2.521542664878902e-06,-0.00016187872950485706
121.62,4.866993921133713e-07,-3.057347792296736e-06,-0.00015732983853468458
121.62,4.7521292964166014e-07,-3.5770462914578875e-06,-0.00015164856132037467
121.63,4.620439564359549e-07,-4.077065014252034e-06,-0.00014507666594536627
121.63,4.472647047656106e-07,-4.554671878535391e-06,-0.0001378981271216357
121.63,4.309540932722016e-07,-5.00809761867438e-06,-0.00013041640029934758
121.64,4.1319442563864105e-07,-5.4365796020574814e-06,-0.00012292907851804195
121.64,3.940681562039503e-07,-5.840320626109211e-06,-0.00011570189847557275
121.64,3.7365500500602395e-07,-6.2203624282986065e-06,-0.00010894437793475045
121.65,3.5202968694647184e-07,-6.578381147387031e-06,-0.00010278924500892669
121.65,3.2926047824011914e-07,-6.916418995814584e-06,-9.727760368654162e-05
121.65,3.0540878104252143e-07,-7.236572444288882e-06,-9.235125191055375e-05
121.66,2.805297685150454e-07,-7.540661688977132e-06,-8.785326646848718e-05
121.66,2.546741036742547e-07,-7.829909003686095e-06,-8.353691030567762e-05
121.66,2.2789063367879262e-07,-8.104653531432744e-06,-7.908263784580489e-05
121.67,2.0022987409815508e-07,-8.364128461026911e-06,-7.412194102903005e-05
121.67,1.7174802292957815e-07,-8.606321974370238e-06,-6.826633603747808e-05
121.67,1.4251118858211079e-07,-8.827937211922538e-06,-6.11392248964141e-05
121.68,1.1259948479282055e-07,-9.024458744393613e-06,-5.240811811624947e-05
121.68,8.21106419959792e-08,-9.190324489027768e-06,-4.181450025300022e-05
121.68,5.116281020589313e-08,-9.319193143434865e-06,-2.919885426030791e-05
121.69,1.9896281533395207e-08,-9.404289149059175e-06,-1.4518623980542079e-05
121.69,-1.1526062726640351e-08,-9.43880028854312e-06,2.1425126670116612e-06
121.69,-4.291968087847605e-08,-9.416298174512697e-06,2.0574993550084043e-05
121.7,-7.408067119028868e-08,-9.331149432423434e-06,4.0453489856770545e-05
121.7,-1.0478933338620982e-07,-9.178885607385802e-06,6.13560847104827e-05
121.7,-1.3481478232395853e-07,-8.9565028375988e-06,8.279101737876133e-05
121.71,-1.6392032267714207e-07,-8.662667868860668e-06,0.00010422884133228786
121.71,-1.918692347481736e-07,-8.297814595342071e-06,0.00012513731852719268
121.71,-2.1843059181416265e-07,-7.864124440901786e-06,0.00014501612787980913
121.72,-2.4338473153548503e-07,-7.3653936541762395e-06,0.00016342844328725938
121.72,-2.665280380421712e-07,-6.80680019694321e-06,0.0001800266876130931
121.72,-2.8767675463139506e-07,-6.194591465849985e-06,0.00019457027067444814
121.73,-3.0666963410992675e-07,-5.535720804311947e-06,0.00020693382706400923
121.73,-3.2336933705058305e-07,-4.837465011932416e-06,0.00021710530565417413
121.73,-3.376625984028116e-07,-4.107056442895273e-06,0.0002251741943206334
121.74,-3.494592900154521e-07,-3.3513615924151565e-06,0.00023131106011347824
121.74,-3.5869060089943046e-07,-2.576633468629988e-06,0.00023574038623039092
121.74,-3.653066297764429e-07,-1.788357914292384e-06,0.00023870932136049828
121.75,-3.692737287920066e-07,-9.912049983129946e-07,0.00024045534785516702
121.75,-3.7057194898155744e-07,-1.8908648486478677e-07,0.00024117598416740268
121.75,-3.691929159299353e-07,6.146898606537347e-07,0.0002410034733256735
121.76,-3.6513840996880595e-07,1.417187817336433e-06,0.00023998693954814656
121.76,-3.584198441922977e-07,2.2155584938666486e-06,0.00023808380566718102
121.76,-3.4905873304488135e-07,3.006736004754808e-06,0.00023516141022917076
121.77,-3.370881337165497e-07,3.787146975789176e-06,0.00023100875124754157
121.77,-3.2255493256575235e-07,4.5524668222215205e-06,0.00022535738221466796
121.77,-3.055227497809601e-07,5.297451690561296e-06,0.0002179095203785705
121.78,-2.860751571165911e-07,6.015867959854002e-06,0.00020837079327092292
121.78,-2.6431885350779064e-07,6.700532166801254e-06,0.00019648450770714553
121.78,-2.403864266760436e-07,7.343463765992369e-06,0.0001820642448934431
121.79,-2.1443834749432072e-07,7.936142464593665e-06,0.00016502156443037804
121.79,-1.8666389670246258e-07,8.469851603888678e-06,0.00014538614850305095
121.79,-1.5728080548933678e-07,8.936080785999017e-06,0.00012331646351339647
121.8,-1.2653349540507088e-07,9.326954959474768e-06,9.909952582055436e-05
121.8,-9.468991955422274e-08,9.635653839714747e-06,7.31400063178296e-05
121.8,-6.203712491861635e-08,9.85678649047075e-06,4.593911001315604e-05
121.81,-2.887576448403086e-08,9.98668878227689e-06,1.8065389615906e-05
121.81,4.486122812017297e-09,1.0023618724062906e-05,-9.88024737875717e-06
121.81,3.7739684518687995e-08,9.967833018223448e-06,-3.730209176789856e-05
121.82,7.058177113341986e-08,9.821538973340205e-06,-6.364654419403956e-05
121.82,1.0272099554524278e-07,9.588726639088056e-06,-8.843511383652571e-05
121.82,1.338829765968033e-07,9.274896542981984e-06,-0.00011129070010398549
121.83,1.6381448092715118e-07,8.886707273255456e-06,-0.00013195493218036035
121.83,1.9228627412662853e-07,8.431573822942451e-06,-0.0001502952369308795
121.83,2.1909460379763034e-07,7.917251271796443e-06,-0.00016630122977634397
121.84,2.440613529522586e-07,7.351438895041883e-06,-0.00018007102987606567
121.84,2.670330115900706e-07,6.741437021488332e-06,-0.00019178901535627681
121.84,2.878787073078696e-07,6.093883280511638e-06,-0.00020169729100307543
121.85,3.064876041700217e-07,5.414586857176228e-06,-0.00021006367543728572
121.85,3.2276601699573744e-07,4.708469794700581e-06,-0.0002171492828031945
121.85,3.3663459284180596e-07,3.979614168353878e-06,-0.00022317873200980668
121.86,3.4802588315573635e-07,3.2314041121922335e-06,-0.00022831569562185137
121.86,3.568825723110236e-07,2.466743109585765e-06,-0.00023264593665543894
121.86,3.6315654717037337e-07,1.6883204375632328e-06,-0.0002361692136215541
121.87,3.6680889622894946e-07,8.98896786562602e-07,-0.00023880055491297118
121.87,3.67810825233747e-07,1.0157814122573917e-07,-0.00024038052238778914
121.87,3.6614537872618315e-07,-6.999509956716554e-07,-0.00024069320884699555
121.88,3.6180977287646983e-07,-1.5012592136223e-06,-0.0002394900467851666
121.88,3.548180818651512e-07,-2.2970819708880184e-06,-0.00023651698143719002
121.88,3.452039833250048e-07,-3.0813265206042603e-06,-0.00023154233114128562
121.89,3.3302326075472586e-07,-3.847168036204477e-06,-0.00022438264541235008
121.89,3.1835578221746655e-07,-4.5872282743317275e-06,-0.00021492417568721105
121.89,3.013067221320321e-07,-5.2938205392882175e-06,-0.0002031380249188131
121.9,2.820068612439303e-07,-5.959238853689572e-06,-0.0001890877462289541
121.9,2.606118819185631e-07,-6.576065693974979e-06,-0.00017292882477276314
121.9,2.3730066324767803e-07,-7.1374716145908415e-06,-0.00015490049855537875
121.91,2.1227266477224844e-07,-7.637481847021274e-06,-0.0001353106658058921
121.91,1.8574456121564625e-07,-8.071188419465373e-06,-0.00011451578764443081
121.91,1.5794634649493608e-07,-8.434892625589022e-06,-9.289759898672317e-05
121.92,1.2911715906776957e-07,-8.726169216245146e-06,-7.08390434109182e-05
121.92,9.95010900270472e-08,-8.943851520860829e-06,-4.870158417593619e-05
121.92,6.934322028994384e-08,-9.087943811653273e-06,-2.6805962578126007e-05
121.93,3.888609631631583e-08,-9.159473710135156e-06,-5.4179736426409925e-06
121.93,8.366799498795852e-09,-9.160302232050305e-06,1.5259694824349967e-05
121.93,-2.198530121751887e-08,-9.092912017744681e-06,3.508915686480398e-05
121.94,-5.1950093940700814e-08,-8.960195087613137e-06,5.399281439033436e-05
121.94,-8.131761345596883e-08,-8.765260109290072e-06,7.1943485029532e-05
121.94,-1.0988838181640622e-07,-8.511275914499605e-06,8.895051900309635e-05
121.95,-1.3747334947032976e-07,-8.201363229347304e-06,0.00010504359237988594
121.95,-1.6389361189976328e-07,-7.838540833287343e-06,0.00012025601291105624
121.95,-1.8898008221427013e-07,-7.425726257540341e-06,0.00013460935519962248
121.96,-2.1257328604141765e-07,-6.965785278103668e-06,0.0001481010016922824
121.96,-2.3452341369163552e-07,-6.461619480563365e-06,0.00016069583355094935
121.96,-2.546907199428908e-07,-5.916277470293768e-06,0.0001723227835784593
121.97,-2.7294630908011166e-07,-5.333073321422027e-06,0.00018287649092528602
121.97,-2.8917328783635456e-07,-4.715695568406944e-06,0.00019222368582997752
121.97,-3.032682175165031e-07,-4.068291640162878e-06,0.00020021350433800802
121.98,-3.151427541096942e-07,-3.395515661066171e-06,0.00020669050387759358
121.98,-3.247253358228312e-07,-2.7025318309631133e-06,0.00021150892171995268
121.98,-3.319627639503391e-07,-1.994970543996328e-06,0.00021454661300533492
121.99,-3.3682152633558355e-07,-1.2788395510950635e-06,0.00021571718425767464
121.99,-3.39288732125948e-07,-5.603972368312052e-07,0.0002149790555928755
121.99,-3.39372559688811e-07,1.5400098412370016e-07,0.00021234053056642268
122.0,-3.3710216266861697e-07,8.5806944951254e-07,0.0002078604013927987
122.0,-3.3252702752999533e-07,1.5457573079953966e-06,0.00020164406447403623
122.0,-3.2571582441046907e-07,2.2113972891829307e-06,0.0001938356276546339
122.01,-3.16754836628992e-07,2.849825529574073e-06,0.00018460685554877817
122.01,-3.057460883436463e-07,3.4564629155611404e-06,0.0001741441540486239
122.01,-2.9280531121504957e-07,4.027352535462285e-06,0.00016263494764256445
122.02,-2.780598974905318e-07,4.559152401052757e-06,0.0001502548708695
122.02,-2.6164697822152544e-07,5.049087233818085e-06,0.00013715707163195417
122.02,-2.437117424656775e-07,5.494867255644153e-06,0.00012346470658874633
122.03,-2.244060788715459e-07,5.894585220220215e-06,0.00010926734383761042
122.03,-2.038875786926281e-07,6.246604986495305e-06,9.462160533340458e-05
122.03,-1.823188935078758e-07,6.549455642101924e-06,7.9555899592903e-05
122.04,-1.5986739654263503e-07,6.801744367167666e-06,6.407871204155246e-05
122.04,-1.3670505806529934e-07,7.002099120237444e-06,4.818952049891559e-05
122.04,-1.130084168438178e-07,7.149148916562436e-06,3.189115955357297e-05
122.05,-8.895851400411848e-08,7.241545411170935e-06,1.520229316700594e-05
122.05,-6.474065446084361e-08,7.278025021003345e-06,-1.8313562706088256e-06
122.05,-4.054387455200556e-08,7.257506421267015e-06,-1.912824605227573e-05
122.06,-1.656002124478732e-08,7.17921437564492e-06,-3.6565698200124594e-05
122.06,7.017614302694087e-09,7.042817858609901e-06,-5.3978693804265074e-05
122.06,2.9996121605005454e-08,6.848568587729904e-06,-7.116299801712074e-05
122.07,5.2185219846261844e-08,6.59742565945462e-06,-8.788246088947834e-05
122.07,7.339985158397106e-08,6.291152877158016e-06,-0.00010387988414886065
122.07,9.34630029466623e-08,5.9323776436098625e-06,-0.00011889054354057723
122.08,1.1220860331843397e-07,5.524603538427082e-06,-0.00013265719981792024
122.08,1.294843415331257e-07,5.072172761804952e-06,-0.00014494522622396616
122.08,1.451542340573769e-07,4.580179124960341e-06,-0.0001555565699801145
122.09,1.5910079345643488e-07,4.054336500403976e-06,-0.00016434131601518286
122.09,1.7122667156634235e-07,3.5008115974423245e-06,-0.00017120580549419336
122.09,1.814556887057918e-07,2.926033008671707e-06,-0.0001761167550357657
122.1,1.897332045025528e-07,2.336490261707008e-06,-0.00017910089277607986
122.1,1.9602583355066892e-07,1.7385375717311533e-06,-0.0001802404091931613
122.1,2.0032055572891633e-07,1.1382160308896115e-06,-0.00017966448042433585
122.11,2.0262331253961075e-07,5.41106478328629e-07,-0.00017753788154858656
122.11,2.029572136620219e-07,-4.777794646641915e-08,-0.00017404752678866551
122.11,2.013604993991519e-07,-6.240538191470919e-07,-0.00016938833149272744
122.12,1.978844132828085e-07,-1.1839826013238388e-06,-0.00016374941261550362
122.12,1.9259113439413236e-07,-1.7244412263320577e-06,-0.00015730198521817334
122.12,1.855519017295438e-07,-2.242854399365455e-06,-0.000150189730218506
122.13,1.7684543537724596e-07,-2.737097527450033e-06,-0.00014252244695608574
122.13,1.665567240599835e-07,-3.2053815200590222e-06,-0.00013437334027003063
122.13,1.5477620912614975e-07,-3.6461315938625238e-06,-0.00012577996422889239
122.14,1.4159935532493056e-07,-4.0578720239810365e-06,-0.00011674852674422678
122.14,1.2712656202358494e-07,-4.439127598543002e-06,-0.0001072610196907768
122.14,1.1146333811524732e-07,-4.788350453311853e-06,-9.728428462336852e-05
122.15,9.472064232427631e-08,-5.103878007197303e-06,-8.678013668000459e-05
122.15,7.701527927797455e-08,-5.383924668934858e-06,-7.57155182665231e-05
122.15,5.84702413905667e-08,-5.626606554810737e-06,-6.407165124935053e-05
122.16,3.9214896575608066e-08,-5.82999536695242e-06,-5.185157304915511e-05
122.16,1.9384940598715503e-08,-5.992195281297403e-06,-3.908513996832008e-05
122.16,-8.779412772673622e-10,-6.111434329286218e-06,-2.5831409674253184e-05
122.17,-2.1426729128121896e-08,-6.186161327552096e-06,-1.2178151344104908e-05
122.17,-4.211003463084477e-08,-6.21513889771142e-06,1.7613766474984764e-06
122.17,-6.277334465583414e-08,-6.197523979965455e-06,1.5853767215196998e-05
122.18,-8.326048380981711e-08,-6.132929067903392e-06,2.9952577656562667e-05
122.18,-1.0341521951138208e-07,-6.021459040696216e-06,4.3906273496378115e-05
122.18,-1.230829232190708e-07,-5.863721388989815e-06,5.756632450846844e-05
122.19,-1.4211220007162427e-07,-5.66080999186677e-06,7.079465536157282e-05
122.19,-1.6035640597943513e-07,-5.4142651433421965e-06,8.346979423528682e-05
122.19,-1.7767498531550856e-07,-5.126014608379136e-06,9.549119154432203e-05
122.2,-1.939345820629086e-07,-4.798302060909962e-06,0.00010678140535555128
122.2,-2.0900990045419818e-07,-4.433610110267935e-06,0.00011728603904341108
122.2,-2.2278431547502282e-07,-4.0345853123988555e-06,0.000126971546588051
122.21,-2.3515025668360465e-07,-3.6039719935660205e-06,0.00013582124169099485
122.21,-2.460094084311875e-07,-3.14456049638395e-06,0.00014382996363700908
122.21,-2.5527278401620736e-07,-2.6591538050593443e-06,0.00015099802466414904
122.22,-2.6286073927658775e-07,-2.15055442069144e-06,0.00015732506778709114
122.22,-2.687029920529911e-07,-1.6215712410399825e-06,0.00016280448797069714
122.22,-2.7273870793572313e-07,-1.0750440946402188e-06,0.00016741898339704705
122.23,-2.7491670044199e-07,-5.13881777180146e-07,0.0001711376989527979
122.23,-2.7519577657344507e-07,5.889195399342037e-08,0.00017391524601440038
122.23,-2.735452383186278e-07,6.400907795705386e-07,0.00017569271613493377
122.24,-2.69945529079596e-07,1.2263231857679185e-06,0.0001764006013353391
122.24,-2.643889933094748e-07,1.813960934636969e-06,0.00017596335661003516
122.24,-2.5688069980866336e-07,2.399123768559061e-06,0.00017430519343091517
122.25,-2.4743926581024586e-07,2.977684001405111e-06,0.0001713565632278711
122.25,-2.360976114687227e-07,3.5452928004370553e-06,0.00016706073583239517
122.25,-2.2290357332426315e-07,4.097427975680453e-06,0.0001613798731070761
122.26,-2.0792031083498992e-07,4.629461120861706e-06,0.00015430002993010864
122.26,-1.9122645171122068e-07,5.1367401402935314e-06,0.00014583461437605013
122.26,-1.7291593837829026e-07,5.614681793767718e-06,0.00013602602877994238
122.27,-1.530975580408852e-07,6.058867983636579e-06,0.00012494523717049993
122.27,-1.3189416064054072e-07,6.465139026373453e-06,0.0001126894443461094
122.27,-1.0944159042740002e-07,6.829677634173504e-06,9.937791069738306e-05
122.28,-8.58873760831655e-08,7.149077861933386e-06,8.514646619765024e-05
122.28,-6.13892394459391e-08,7.420394954998389e-06,7.014104935696005e-05
122.28,-3.611349269335537e-08,7.64117342746201e-06,5.451096702809606e-05
122.29,-1.0233397261480549e-08,7.809452924604478e-06,3.8402455960480394e-05
122.29,1.6072445439121358e-08,7.923753318371743e-06,2.1953077791922658e-05
122.29,4.262161093740346e-08,7.983042325564042e-06,5.287561328941383e-06
122.3,6.922923065567591e-08,7.986690655024458e-06,-1.1484689491259436e-05
122.3,9.57092062141375e-08,7.934420536157306e-06,-2.8270061889379074e-05
122.3,1.218752535786894e-07,7.826254283348893e-06,-4.498929229541697e-05
122.31,1.4754179289617674e-07,7.662469203828985e-06,-6.157418006711518e-05
122.31,1.7252471942702497e-07,7.443564665464734e-06,-7.796285441854425e-05
122.31,1.9664210660041664e-07,7.170245677753728e-06,-9.409415779926982e-05
122.32,2.1971490235700207e-07,6.8434255586028394e-06,-0.00010990159281838237
122.32,2.4156768375377427e-07,6.464248457205048e-06,-0.0001253076541595017
122.32,2.620295313152052e-07,6.03413000131588e-06,-0.0001402190835604776
122.33,2.8093507417802896e-07,5.554812489521809e-06,-0.00015452365088735345
122.33,2.9812574055264695e-07,5.028429168653751e-06,-0.00016808890874049704
122.33,3.1345122658687826e-07,4.45757079230611e-06,-0.00018076319131007834
122.34,3.2677117235699466e-07,3.845346926630387e-06,-0.00019237892107893515
122.34,3.379570085920824e-07,3.1954344147368666e-06,-0.00020275809838125444
122.34,3.4689391414505213e-07,2.5121060260494164e-06,-0.00021171961077815174
122.35,3.534828044211505e-07,1.8002336524067666e-06,-0.00021908784882916882
122.35,3.57642256878165e-07,1.06526224976301e-06,-0.00022470196405184956
122.35,3.593102727980691e-07,3.131530046616672e-07,-0.0002284250253075027
122.36,3.5844577566972567e-07,-4.497033127544322e-07,-0.00023015232579393397
122.36,3.550297558249551e-07,-1.2165993952082676e-06,-0.0002298181414310464
122.36,3.4906598787348196e-07,-1.980645190589039e-06,-0.00022740035070151955
122.37,3.405812707405531e-07,-2.7349149709906624e-06,-0.0002229225072113542
122.37,3.296251678182829e-07,-3.472599025698515e-06,-0.00021645317074504942
122.37,3.162692546367294e-07,-4.187150847786986e-06,-0.00020810250643410168
122.38,3.006059110891463e-07,-4.872420933813241e-06,-0.0001980164229701017
122.38,2.8274672208320207e-07,-5.522769371180719e-06,-0.00018636870317411216
122.38,2.628205722882665e-07,-6.133151051440795e-06,-0.00017335176342075606
122.39,2.409715356295991e-07,-6.6991695457287254e-06,-0.00015916676993446124
122.39,2.1735666713339476e-07,-7.217098163079288e-06,-0.0001440139093640559
122.39,1.9214380318831861e-07,-7.683869317624558e-06,-0.0001280835477249974
122.4,1.6550946655610045e-07,-8.097035736332456e-06,-0.00011154896222823207
122.4,1.3763695554687414e-07,-8.454709152783678e-06,-9.456112904494565e-05
122.4,1.0871467437853561e-07,-8.755483608450054e-06,-7.72458890176538e-05
122.41,7.893473595502568e-08,-8.998351365125174e-06,-5.970358391139008e-05
122.41,4.849184153026841e-08,-9.182619536119959e-06,-4.201101017789477e-05
122.41,1.7582416419940008e-08,-9.307834900065642e-06,-2.4225376790027706e-05
122.42,-1.3596040742378634e-08,-9.37372313580723e-06,-6.389737043719134e-06
122.42,-4.4845453912494947e-08,-9.380146897948753e-06,1.146069807016986e-05
122.42,-7.596757898788783e-08,-9.32708511149965e-06,2.9292037065039575e-05
122.43,-1.0676439731334646e-07,-9.214633653550791e-06,4.706561193044236e-05
122.43,-1.3703855953528602e-07,-9.04302553789903e-06,6.473286268275596e-05
122.43,-1.6659393557499491e-07,-8.812667013595666e-06,8.223158700819793e-05
122.44,-1.9523631152111786e-07,-8.52418476600671e-06,9.948386832223694e-05
122.44,-2.2277425660922748e-07,-8.178478669546923e-06,0.00011639562958414328
122.44,-2.490201653796641e-07,-7.776774712971278e-06,0.00013285776478444167
122.45,-2.737914633840629e-07,-7.320673121065153e-06,0.00014874850880297816
122.45,-2.969119511753583e-07,-6.812187864797324e-06,0.00016393666167732025
122.45,-3.1821325204724806e-07,-6.2537750992608384e-06,0.00017828520244949936
122.46,-3.3753632457454795e-07,-5.648349592396907e-06,0.00019165485868334806
122.46,-3.5473300136693217e-07,-4.999289614410729e-06,0.0002039072450794511
122.46,-3.6966751986262005e-07,-4.310431934242838e-06,0.00021490731916134836
122.47,-3.8221801811395484e-07,-3.5860592707332194e-06,0.00022452506858382107
122.47,-3.9227797669388265e-07,-2.8308827228040313e-06,0.0002326364743845418
122.47,-3.997575953134965e-07,-2.050021380073086e-06,0.00023912400471153589
122.48,-4.045850977522053e-07,-1.2489804052058843e-06,0.00024387696755418564
122.48,-4.067079599656966e-07,-4.3362769331579013e-07,0.0002467921600921065
122.48,-4.060940530125588e-07,3.898322235574339e-07,0.00024777522655384566
122.49,-4.027326846912978e-07,1.2148896948724e-06,0.00024674309212347845
122.49,-3.9663551225389353e-07,2.034770656872443e-06,0.00024362768545255258
122.49,-3.8783728473276085e-07,2.8424908506482567e-06,0.00023838098645262697
122.5,-3.763963593612564e-07,3.6309278005553926e-06,0.00023098119533931927
122.5,-3.623949247099138e-07,4.392913940349635e-06,0.00022143960275664704
122.5,-3.4593885600944624e-07,5.121352682239851e-06,0.0002098075108995845
122.51,-3.2715712793063333e-07,5.809356947400064e-06,0.0001961824238921882
122.51,-3.062007184869899e-07,6.450406987754395e-06,0.00018071262617612237
122.51,-2.8324095555751604e-07,7.038521415244442e-06,0.00016359929632091713
122.52,-2.5846728456486256e-07,7.568432616679662e-06,0.00014509542829175645
122.52,-2.3208447070464542e-07,8.03575548941567e-06,0.00012550105264119165
122.52,-2.04309289356986e-07,8.437137004315494e-06,0.00010515456567804883
122.53,-1.753668005400032e-07,8.770373767445578e-06,8.442034044991299e-05
122.53,-1.4548634349890027e-07,9.034485655197652e-06,6.367318191704669e-05
122.53,-1.1489742152225704e-07,9.229735792096403e-06,4.328057266619266e-05
122.54,-8.382567079423571e-08,9.357590544788924e-06,2.3583955201390574e-05
122.54,-5.2489117188990284e-08,9.420617541306521e-06,4.880515412899237e-06
122.54,-2.109491907820264e-08,9.422324686709707e-06,-1.2592972155856054e-05
122.55,1.016322842374592e-08,9.366948269556212e-06,-2.867277110958211e-05
122.55,4.1106891062966405e-08,9.259202994120391e-06,-4.327599188657912e-05
122.55,7.157381063169739e-08,9.104010747938902e-06,-5.640268330584638e-05
122.56,1.0141791577308739e-07,8.906227544651718e-06,-6.813174757093666e-05
122.56,1.305084735111526e-07,8.670389145769289e-06,-7.861078055139765e-05
122.56,1.58728492620334e-07,8.400495079030085e-06,-8.804047503900671e-05
122.57,1.859725488390489e-07,8.099848188921901e-06,-9.665477239560331e-05
122.57,2.1214424801752148e-07,7.770962557283528e-06,-0.0001046983635292071
122.57,2.3715357185426217e-07,7.415547029096492e-06,-0.00011240345975533878
122.58,2.6091435870655307e-07,7.034565092298363e-06,-0.00011996785540511137
122.58,2.8334215764270026e-07,6.628365131454358e-06,-0.0001275362913875282
122.58,3.043526581815821e-07,6.196868664280129e-06,-0.00013518678509479856
122.59,3.2386084389114825e-07,5.739798891032286e-06,-0.00014292326525455865
122.59,3.4178094954307494e-07,5.256927898932439e-06,-0.00015067528133738548
122.59,3.580272253717105e-07,4.748319035567311e-06,-0.00015830467256182368
