t,u (m),v (m/s),a (m/s2)
166.39,2.019045860603569e-08,1.9299538188149524e-07,-1.2260882666394363e-05
166.39,2.076444718661151e-08,1.5147859526916205e-07,-1.3037486183980544e-05
166.39,2.11962623920847e-08,1.0765601309940239e-07,-1.3474629758538876e-05
166.4,2.148008025782003e-08,6.264643953960035e-08,-1.3587588424109247e-05
166.4,2.1613700909250175e-08,1.7506883807442358e-08,-1.340469100369452e-05
166.4,2.1598274840307222e-08,-2.680840168628198e-08,-1.2964259172426352e-05
166.41,2.1437910490719728e-08,-6.94782356942041e-08,-1.231101326975871e-05
166.41,2.1139201111107872e-08,-1.0983264561784949e-07,-1.1492242620486043e-05
166.41,2.071071230400005e-08,-1.4735831501238327e-07,-1.0554066597796486e-05
166.42,2.016247155105374e-08,-1.8169190253800047e-07,-9.538097172934781e-06
166.42,1.9505497533925095e-08,-2.1260277896295595e-07,-8.478752930666517e-06
166.42,1.875140058224753e-08,-2.399675246789744e-07,-7.401429639676852e-06
166.43,1.7912076756532704e-08,-2.6373914878490677e-07,-6.32165442450993e-06
166.43,1.6999507662656084e-08,-2.83914326362323e-07,-5.245245080539723e-06
166.43,1.6025667100459392e-08,-3.0050196141551926e-07,-4.169422926043379e-06
166.44,1.5002525058325093e-08,-3.1349613224411187e-07,-3.084733164055911e-06
166.44,1.3942130281532707e-08,-3.228559391675224e-07,-1.9775666174543653e-06
166.44,1.2856745465584119e-08,-3.2849404584853533e-07,-8.330268405503379e-07
166.45,1.1759004623704638e-08,-3.302748272658478e-07,3.6214323915340543e-07
166.45,1.0662060709106234e-08,-3.2802209158061627e-07,1.6168525756856498e-06
166.45,9.5796931819275e-09,-3.2153544031433857e-07,2.9334222688645594e-06
166.46,8.526349661029902e-09,-3.106135280344139e-07,4.3060253639315894e-06
166.46,7.517102619932786e-09,-2.950818591234842e-07,5.719922953177622e-06
166.46,6.567510568282367e-09,-2.748223920339014e-07,7.1515868893383e-06
166.47,5.693382532260678e-09,-2.4980204219565225e-07,8.569653260999831e-06
166.47,4.910453994806634e-09,-2.2009738137315848e-07,9.936626226838246e-06
166.47,4.233990874274574e-09,-1.8591317549709344e-07,1.1211160341434305e-05
166.48,3.678344947518385e-09,-1.4759301734600835e-07,1.2350699756200455e-05
166.48,3.256488683231982e-09,-1.0562106039528956e-07,1.3314239213712683e-05
166.48,2.9795594263852366e-09,-6.061466042735013e-08,1.4064951749098118e-05
166.49,2.856442151407253e-09,-1.330855550621262e-08,1.4572459546615207e-05
166.49,2.893416702117215e-09,3.546806354173709e-08,1.4814552760838083e-05
166.49,3.0938899518075926e-09,8.481964639685008e-08,1.4778229551715493e-05
166.5,3.458226228720421e-09,1.3381522632342816e-07,1.4459995748460837e-05
166.5,3.98368141818196e-09,1.8151975852551882e-07,1.3865440192086588e-05
166.5,4.664438142550774e-09,2.2702349674621817e-07,1.300815460047139e-05
166.51,5.491732089298949e-09,2.6946735707964914e-07,1.1908158629311918e-05
166.51,6.454053651637999e-09,3.080627739334139e-07,1.0590015271129334e-05
166.51,7.537405122205035e-09,3.4210518679474374e-07,9.080841624183697e-06
166.52,8.725592018253281e-09,3.7098101723651573e-07,7.408464875099628e-06
166.52,1.0000527896639347e-08,3.941687539443504e-07,5.599883977670341e-06
166.52,1.1342535039143785e-08,4.112353365694591e-07,3.6802432084492247e-06
166.53,1.2730628301208968e-08,4.218296086138662e-07,1.6723943395140103e-06
166.53,1.4142775693790986e-08,4.2567483846909616e-07,-4.0290809544973916e-07
166.53,1.5556136063938968e-08,4.225623946972205e-07,-2.5262075088377937e-06
166.54,1.694728091103323e-08,4.123485003106569e-07,-4.6780483382807115e-06
166.54,1.829241307898132e-08,3.949555714068931e-07,-6.837365584350735e-06
166.54,1.956759906278829e-08,3.70379033473954e-07,-8.97974299383487e-06
