t,u (m),v (m/s),a (m/s2)
5.55,1.0988665451806692e-08,2.4165714309229665e-07,5.326673048011305e-06
5.553,1.1820167533328993e-08,2.5748497652626337e-07,3.013377259018553e-06
5.557,1.2691342178090241e-08,2.6547635927767656e-07,5.495256475908224e-07
5.56,1.3575364341349044e-08,2.652003100716031e-07,-1.9798359252209916e-06
5.563,1.444445224017321e-08,2.565132747709964e-07,-4.48493254461798e-06
5.567,1.527084480332552e-08,2.3957120280366876e-07,-6.875684747514625e-06
5.57,1.6027794548409315e-08,2.148267435500005e-07,-9.066291049776125e-06
5.573,1.6690525871501398e-08,1.830112830278128e-07,-1.0979672004348663e-05
5.577,1.7237109484892894e-08,1.4510254841157884e-07,-1.2551456622272893e-05
5.58,1.7649207877458534e-08,1.022795401469192e-07,-1.373322999232591e-05
5.583,1.7912654034780296e-08,5.58674538145119e-08,-1.4494802720446402e-05
5.587,1.8017835755753808e-08,7.275996291534222e-09,-1.4825329452869575e-05
5.59,1.7959870079136536e-08,-4.206499353983783e-08,-1.4733187849620024e-05
5.593,1.773856573352522e-08,-9.076848133445098e-08,-1.4244610364997146e-05
5.597,1.7358185171402935e-08,-1.375476683675871e-07,-1.3401182357081132e-05
5.6,1.6827030568369195e-08,-1.8126428150558038e-07,-1.2256378426007875e-05
5.603,1.6156889192634918e-08,-2.2096473401257315e-07,-1.0871398405359658e-05
5.607,1.5362381945109332e-08,-2.559021005937472e-07,-9.310636475095295e-06
5.61,1.4460263873560146e-08,-2.855429614109544e-07,-7.637116593193608e-06
5.613,1.3468726707212233e-08,-3.095593108112526e-07,-5.908263859716626e-06
5.617,1.2406750790256274e-08,-3.2780693829612106e-07,-4.172357116613347e-06
5.62,1.1293547329493791e-08,-3.402927619410243e-07,-2.465914091321442e-06
5.623,1.014812220364576e-08,-3.4713443439567445e-07,-8.122630646152234e-07
5.627,8.988980373983706e-09,-3.4851624407005913e-07,7.786179091492816e-07
5.63,7.833976163951795e-09,-3.446455578839337e-07,2.3089687867397023e-06
5.633,6.700300557949495e-09,-3.3571404159607755e-07,3.7909110873364564e-06
5.637,5.604583246353249e-09,-3.2186748913980904e-07,5.243126433176793e-06
5.64,4.563075668090639e-09,-3.0318732017953035e-07,6.686819065127967e-06
5.643,3.591872753908121e-09,-2.796858258991081e-07,8.141330420993706e-06
5.647,2.707126208444287e-09,-2.513160035887729e-07,9.619788845798813e-06
5.65,1.925201537320073e-09,-2.1799552139245225e-07,1.1125204271734354e-05
5.653,1.262734778612677e-09,-1.796430164598533e-07,1.2647384095519163e-05
5.657,7.36552861871158e-10,-1.3622373728179644e-07,1.4160972528609178e-05
5.66,3.6343308159262804e-10,-8.780057586702181e-08,1.5624864738067676e-05
5.663,1.5969154066882283e-10,-3.4585809031965764e-08,1.6983113488557598e-05
5.667,1.4060648874136327e-10,2.301142458655449e-08,1.816732634787278e-05
5.67,3.196988825707292e-10,8.434679070638796e-08,1.910044589347491e-05
5.673,7.079079399023248e-10,1.4851597121674877e-07,1.97016638596832e-05
5.677,1.3127126368561995e-09,2.1434693381613668e-07,1.9892148077564505e-05
5.68,2.1372598402545866e-09,2.804116042382494e-07,1.9601144756296106e-05
5.683,3.1795651457696756e-09,3.450578243885705e-07,1.8772014727122837e-05
5.687,4.4318529278552135e-09,4.0646097793243515e-07,1.736772564863995e-05
5.69,5.8800974403966324e-09,4.6269309823926345e-07,1.5375354214238914e-05
5.693,7.50381715159468e-09,5.11805843475266e-07,1.2809220104679693e-05
5.697,9.276160511324008e-09,5.519225517665186e-07,9.712380212684014e-06
5.7,1.1164303991936739e-08,5.813337419601366e-07,6.156280686066363e-06
5.703,1.3130163671913135e-08,5.985899292005946e-07,2.2385785771453455e-06
5.707,1.5131401320920462e-08,6.02585695627316e-07,-1.9208169579126533e-06
5.71,1.7122686383875705e-08,5.92629315273585e-07,-6.1852032121431535e-06
5.713,1.905715785513327e-08,5.684931877264683e-07,-1.0407737750916066e-05
5.717,2.088801614832657e-08,5.304414785692989e-07,-1.4438828798110731e-05
5.72,2.257016563304115e-08,4.792329063839973e-07,-1.813378819994655e-05
5.723,2.4061824333681675e-08,4.160982271578282e-07,-2.1360235642226305e-05
5.727,2.5326018570177744e-08,3.426936397676381e-07,-2.4004780699973204e-05
5.73,2.6331886988117932e-08,2.6103289237338833e-07,-2.5978535592362793e-05
5.733,2.7055729962638165e-08,1.7340224615725503e-07,-2.722114809921951e-05
5.737,2.748175585366831e-08,8.226344172062414e-08,-2.7703099619235592e-05
5.74,2.7602493876786306e-08,-9.849486443145318e-09,-2.7426193302947398e-05
5.743,2.7418863128663932e-08,-1.0043351951056617e-07,-2.6422238495306917e-05
5.747,2.6939907092686886e-08,-1.8711422574179166e-07,-2.4750111631623614e-05
5.75,2.6182221382828604e-08,-2.6773238927860614e-07,-2.2491442413375695e-05
5.753,2.5169118277423354e-08,-3.4041541317037116e-07,-1.9745284357898788e-05
5.757,2.3929583818666283e-08,-4.0363044140694314e-07,-1.662216596198022e-05
5.76,2.249709116994993e-08,-4.5621750098099727e-07,-1.3237961251056145e-05
5.763,2.0908337194797483e-08,-4.974024030347561e-07,-9.707989037660365e-06
5.767,1.920196788971693e-08,-5.267904677488527e-07,-6.141703641143487e-06
5.77,1.741735280604715e-08,-5.443433111265868e-07,-2.638297006965223e-06
5.773,1.559345955291292e-08,-5.503418942912746e-07,7.16592632242561e-07
5.777,1.3767867837036013e-08,-5.453396242649764e-07,3.852944959876071e-06
5.78,1.1975949373181696e-08,-5.301096022991771e-07,6.717187902039821e-06
5.783,1.0250226451885918e-08,-5.055900615580741e-07,9.271879423952002e-06
5.787,8.619909098975988e-09,-4.7283167339135083e-07,1.1494419833785038e-05
5.79,7.110599541840151e-09,-4.329497780202168e-07,1.3375005576379673e-05
5.793,5.744143799922054e-09,-3.870838300646839e-07,1.4914110044315084e-05
5.797,4.538604145271761e-09,-3.363654099268167e-07,1.6119762119541147e-05
5.8,3.508323175335365e-09,-2.8189525192269886e-07,1.7004890452139794e-05
5.803,2.6640501444108806e-09,-2.2472889027604324e-07,1.7584949192093644e-05
5.807,2.0131027048200894e-09,-1.6586981752601078e-07,1.7876025898693248e-05
5.81,1.559541823010559e-09,-1.0626847991195646e-07,1.7893513441374425e-05
5.813,1.3043436439708453e-09,-4.6825178195506726e-08,1.76514077733255e-05
5.817,1.2455587011545336e-09,1.160517938985745e-08,1.716219205809415e-05
5.82,1.3784554514029676e-09,6.820837096222206e-08,1.6437240417361107e-05
5.823,1.6956509445141793e-09,1.2220780936635964e-07,1.5487592149268214e-05
5.827,2.187235990364935e-09,1.7286426776956881e-07,1.4324961737645882e-05
5.83,2.8409051166514517e-09,2.1947902216082154e-07,1.2962809107497495e-05
5.833,3.6421027991355563e-09,2.614004822436274e-07,1.1417314930186912e-05
5.837,4.574196856749189e-09,2.980338832207471e-07,9.708127777376776e-06
5.84,5.618687806257471e-09,3.2885320289062873e-07,7.858793032757147e-06
5.843,6.7554597329819865e-09,3.534141935453002e-07,5.896803918346256e-06
5.847,7.963074284050777e-09,3.7136726362482894e-07,3.853268123503709e-06
5.85,9.219105215451623e-09,3.8246896387283723e-07,1.7622333194850967e-06
5.853,1.0500507036844207e-08,3.86590989318359e-07,-3.402703920277345e-07
5.857,1.1784008076561391e-08,3.837258471839484e-07,-2.4173587122329985e-06
5.86,1.3046516065234575e-08,3.739887072466358e-07,-4.432489500975961e-06
5.863,1.4265523301397137e-08,3.5761529662850515e-07,-6.350620392973844e-06
5.867,1.5419498596540076e-08,3.3495605747752046e-07,-8.139220479963366e-06
5.87,1.64882544577137e-08,3.064671096568545e-07,-9.769069253306053e-06
5.873,1.7453280110592053e-08,2.726987654432808e-07,-1.1214797364720527e-05
5.877,1.8298033674002317e-08,2.3428247637663988e-07,-1.2455145762429116e-05
5.88,1.900818975633546e-08,1.9191711474189257e-07,-1.3472986723456396e-05
5.883,1.9571841549627398e-08,1.4635536783345787e-07,-1.4255125418019101e-05
5.887,1.9979658866481566e-08,9.839089654209885e-08,-1.479197802947822e-05
5.89,2.0225005266404874e-08,4.884662336028099e-08,-1.5077182092581022e-05
5.893,2.0304018256382662e-08,-1.4357077048139065e-09,-1.5107239189846928e-05
5.897,2.0215656539805045e-08,-5.1604852938084394e-08,-1.4881244926445487e-05
5.9,1.996171746302293e-08,-1.0080861320740605e-07,-1.4400765986664862e-05
5.903,1.954682640317343e-08,-1.482021075227928e-07,-1.36698840864877e-05
5.907,1.8978398055890312e-08,-1.9295634104971257e-07,-1.269541746077935e-05
5.91,1.8266567719761722e-08,-2.3426762486270187e-07,-1.1487278489882251e-05
5.913,1.742408904383014e-08,-2.713682682986222e-07,-1.0058927939103582e-05
5.917,1.646619358858914e-08,-3.0353879704983556e-07,-8.427843127797158e-06
5.92,1.5410407145536074e-08,-3.301216856978393e-07,-6.615930750313061e-06
5.923,1.4276318200537345e-08,-3.5053635304538706e-07,-4.649803771035846e-06
5.927,1.3085295209293939e-08,-3.64294901842008e-07,-2.5608440111722117e-06
5.93,1.1860151456679291e-08,-3.7101785521816445e-07,-3.850104387557377e-07
5.933,1.0624758987699902e-08,-3.7044900802863754e-07,1.8376478100863146e-06
5.937,9.40361619369235e-09,-3.624684126475602e-07,4.063769152518336e-06
5.94,8.221376838046937e-09,-3.4710255644236707e-07,6.247716379480237e-06
5.943,7.102351257837796e-09,-3.2453090146671224e-07,8.342831530620485e-06
5.947,6.069992962356637e-09,-2.950881215805931e-07,1.0302834355838421e-05
5.95,5.146385619253334e-09,-2.592616377956031e-07,1.2083269059398699e-05
5.953,4.351746244998355e-09,-2.1768435709407675e-07,1.3642919897790207e-05
5.957,3.703960283618189e-09,-1.7112278864298503e-07,1.494511151136383e-05
5.96,3.2181632072644653e-09,-1.2046099349450584e-07,1.5958807744429562e-05
5.963,2.906381341785727e-09,-6.668107451985672e-08,1.6659466904238333e-05
5.967,2.7772420509718934e-09,-1.0841042857696304e-08,1.70296241659377e-05
5.97,2.8357604678529303e-09,4.594900789446589e-08,1.7059175065697277e-05
5.973,3.0832068286033906e-09,1.0255146354133695e-07,1.674540828413231e-05
5.977,3.517055475390396e-09,1.5782565452343988e-07,1.609279134309381e-05
5.98,4.131013960942358e-09,2.106514689398848e-07,1.5112590862504615e-05
5.983,4.9151285453940575e-09,2.599515887577613e-07,1.3822359614119933e-05
5.987,5.855960884275186e-09,3.0471197360490296e-07,1.2245372460704045e-05
5.99,6.936829825428072e-09,3.4400044477504524e-07,1.0410038793818401e-05
5.993,8.138111946351488e-09,3.76983341607029e-07,8.349352069764761e-06
5.997,9.437594601372445e-09,4.029403678836899e-07,6.100369225804017e-06
6.0,1.0810875650609234e-08,4.21277748774339e-07,3.70374508420634e-06
6.003,1.2231804491921561e-08,4.3153985346976496e-07,1.203287971486106e-06
6.007,1.367295936508657e-08,4.334193359528712e-07,-1.3544853761915538e-06
6.01,1.5106155896383614e-08,4.267657444308061e-07,-3.920852135080102e-06
6.013,1.6502981426561183e-08,4.115923901991908e-07,-6.445465108717301e-06
6.017,1.7835348780362103e-08,3.880811585712161e-07,-8.877077105001505e-06
6.02,1.9076061807438218e-08,3.565847768292043e-07,-1.1164419377407998e-05
6.023,2.0199383328678212e-08,3.176260078003804e-07,-1.3257255551566286e-05
6.027,2.1181594299052205e-08,2.7189320220899067e-07,-1.5107589313056453e-05
6.03,2.200153122402132e-08,2.2023171256971272e-07,-1.667100749349779e-05
6.033,2.26410873830618e-08,1.6363077096271303e-07,-1.7908094153240717e-05
6.037,2.3085662464315907e-08,1.032056574138216e-07,-1.8785839606044578e-05
6.04,2.3324545051904898e-08,4.017523516455852e-08,-1.9278973076133194e-05
6.043,2.335121311996116e-08,-2.4164800078141487e-08,-1.9371107950384296e-05
6.047,2.316353939227723e-08,-8.84722764981036e-08,-1.9055632747993073e-05
6.05,2.2763891098288684e-08,-1.513915876037408e-07,-1.8336260304034928e-05
6.053,2.2159117157799906e-08,-2.115882347284839e-07,-1.7227181498347062e-05
6.057,2.1360420036441517e-08,-2.677835265092698e-07,-1.575279244251711e-05
6.06,2.0383114115466196e-08,-3.1878801503573347e-07,-1.394699692405781e-05
6.063,1.9246277114722094e-08,-3.63532269896459e-07,-1.1852104550979834e-05
6.067,1.7972305587974053e-08,-4.0109369611947666e-07,-9.517388992096994e-06
6.07,1.6586389450357203e-08,-4.3071832464320044e-07,-6.997380293821117e-06
6.073,1.511592361415009e-08,-4.5183677392000097e-07,-4.34999329030771e-06
6.077,1.358987690882807e-08,-4.640739238668149e-07,-1.6345971909407366e-06
6.08,1.2038139401972716e-08,-4.6725219625481046e-07,1.0898654537534386e-06
6.083,1.0490868990876945e-08,-4.61388695577973e-07,3.766603073701167e-06
6.087,8.97785674568206e-09,-4.466867933691724e-07,6.3424699762130095e-06
6.09,7.527928134355446e-09,-4.235229830885372e-07,8.769156967310728e-06
6.093,6.168394150947113e-09,-3.924300480513672e-07,1.1004043839433465e-05
6.097,4.924562743610383e-09,-3.540776774355971e-07,1.301070421225872e-05
6.1,3.819317157608903e-09,-3.0925166775659493e-07,1.4759088449106172e-05
6.103,2.8727641611661983e-09,-2.5883276090898436e-07,1.6225411027210763e-05
6.107,2.1019518241831198e-09,-2.0377605032655564e-07,1.7391806685332123e-05
6.11,1.5206538103252167e-09,-1.4509165197585863e-07,1.8245844180803534e-05
6.113,1.1392152532361455e-09,-8.382707325707953e-08,1.877994753004425e-05
6.117,9.644541945174982e-10,-2.1051507500253474e-08,1.899082157307151e-05
6.12,9.996122796652889e-10,4.2158008794049106e-08,1.887893998703344e-05
6.123,1.2443489271174627e-09,1.0472882539416522e-07,1.844814526214435e-05
6.127,1.6947742835267403e-09,1.656037043768122e-07,1.77054046941976e-05
6.13,2.3435178130226927e-09,2.2375115873598398e-07,1.666071749049646e-05
6.133,3.1798310908308072e-09,2.781756191576392e-07,1.532718725105234e-05
6.137,4.189725082283428e-09,3.2792794557856983e-07,1.3721218265925617e-05
6.14,5.356143695133218e-09,3.721166699897947e-07,1.186280411646088e-05
6.143,6.659176466750133e-09,4.0992023085707547e-07,9.775851811896064e-06
6.147,8.07631379698392e-09,4.4060026852830597e-07,7.4884825635331055e-06
6.15,9.582748046085949e-09,4.6351585711914944e-07,5.0332532359037406e-06
6.153,1.1151723086429249e-08,4.781383593082759e-07,2.4472394846461342e-06
6.157,1.275493355807532e-08,4.840664121126295e-07,-2.2805648111985134e-07
6.16,1.4362973199237477e-08,4.810404103953883e-07,-2.9470319065699433e-06
6.163,1.5945829292760786e-08,4.6895571637571063e-07,-5.660534265399969e-06
6.167,1.7473417691454714e-08,4.4787382362565903e-07,-8.316663552059036e-06
6.17,1.891615023287528e-08,4.1803065118583116e-07,-1.0861809261927415e-05
6.173,2.024552371861998e-08,3.798412095909573e-07,-1.3241893157970896e-05
6.177,2.1434717276505398e-08,3.3389998232473854e-07,-1.540378245468253e-05
6.18,2.245918296763965e-08,2.8097650300913614e-07,-1.7296815383787485e-05
6.183,2.3297213080466077e-08,2.2200579673090458e-07,-1.8874387531229704e-05
6.187,2.3930466779755456e-08,1.5807354967653148e-07,-2.0095518854885465e-05
6.19,2.4344438741087952e-08,9.039612241748311e-08,-2.092634024984493e-05
6.193,2.4528853153396258e-08,2.0295740860041274e-08,-2.1341420653925095e-05
6.197,2.447796800173668e-08,-5.0828549883171796e-08,-2.1324870224110018e-05
6.2,2.4190776841108398e-08,-1.2153337407416646e-07,-2.08711617494192e-05
6.203,2.367109825823804e-08,-1.9036596042041097e-07,-1.9985602199550506e-05
6.207,2.292754683567419e-08,-2.5590034375644355e-07,-1.8684438011597993e-05
6.21,2.1973383486313618e-08,-3.167735829326207e-07,-1.6994558678458002e-05
6.213,2.082624733596391e-08,-3.7172065593223773e-07,-1.4952798657968408e-05
6.217,1.9507775770863707e-08,-4.196067060169057e-07,-1.260485288002093e-05
6.22,1.8043123557936378e-08,-4.5945538759213125e-07,-1.0003849890383126e-05
6.223,1.6460395845717995e-08,-4.904722212556554e-07,-7.20864343971614e-06
6.227,1.4790013145598518e-08,-5.120620731741215e-07,-4.281886911896303e-06
6.23,1.3064028914272804e-08,-5.238401261873081e-07,-1.2880001136568038e-06
6.233,1.1315421874061488e-08,-5.256360668194691e-07,1.7088720042153022e-06
6.237,9.577385578257175e-09,-5.174915420051687e-07,4.6468118514944555e-06
6.24,7.88263698563605e-09,-4.996512758218397e-07,7.467879675115328e-06
6.243,6.2627639056209756e-09,-4.725485993629356e-07,1.011956635934905e-05
6.247,4.747628196355005e-09,-4.367864323270479e-07,1.2555892965050953e-05
6.25,3.3648378007567535e-09,-3.931149542952893e-07,1.47380844852183e-05
6.253,2.139296290219281e-09,-3.4240738457462206e-07,1.6634818298740126e-05
6.257,1.092833875437447e-09,-2.856352789508866e-07,1.8222058517393008e-05
6.26,2.439192620071516e-10,-2.2384468747507831e-07,1.948251970515879e-05
6.263,-3.925524430239962e-10,-1.5813433653037945e-07,2.0404846583840665e-05
6.267,-8.054039367195187e-10,-8.963669528266494e-08,2.0982613656723435e-05
6.27,-9.872624667414436e-10,-1.9502427450130436e-08,2.121326395544143e-05
6.273,-9.346005332899394e-10,5.1111679659167804e-08,2.1097120078697282e-05
6.277,-6.4774154247176e-10,1.210516529065711e-07,2.0636591232999174e-05
6.28,-1.3083961592750242e-10,1.8917287136954555e-07,1.983567245597557e-05
6.283,6.081602143306649e-10,2.5434525694037925e-07,1.8699830009111664e-05
6.287,1.5575791133749886e-09,3.1545842263489523e-07,1.7236294451568633e-05
6.29,2.7020809816825367e-09,3.7142814002388253e-07,1.545476436567797e-05
6.293,4.022775007190599e-09,4.2120544363705516e-07,1.3368459546872294e-05
6.297,5.4973548220568746e-09,4.637894623357913e-07,1.0995433795554307e-05
6.3,7.100287891409741e-09,4.982447159653321e-07,8.359994875792265e-06
6.303,8.803070355983083e-09,5.237230970454002e-07,5.494066684236524e-06
6.307,1.0574562350377911e-08,5.394901987327099e-07,2.4383182686193935e-06
6.31,1.2381416687030967e-08,5.449550507058548e-07,-7.571337216915191e-07
6.313,1.4188609656558615e-08,5.397017134779228e-07,-4.032602274518006e-06
6.317,1.596007670896164e-08,5.23520686957547e-07,-7.319421200229777e-06
6.32,1.7659448338828598e-08,4.964377047326129e-07,-1.054130870786769e-05
6.323,1.925087314415121e-08,4.5873732607195617e-07,-1.3616519413962612e-05
6.327,2.069990642683016e-08,4.109787451116203e-07,-1.6460727692780303e-05
6.33,2.197443455327388e-08,3.5400149895926566e-07,-1.899049892143118e-05
6.333,2.3045598442811422e-08,2.889192772450725e-07,-2.1127154005954232e-05
6.337,2.3888674707196002e-08,2.1710071952870292e-07,-2.2800790372738095e-05
6.34,2.4483870673371653e-08,1.4013693247571549e-07,-2.395415526779498e-05
6.343,2.4816990282985694e-08,5.979645399825222e-08,-2.4546089498863932e-05
6.347,2.4879931842116784e-08,-2.203067418213679e-08,-2.455426609997747e-05
6.35,2.4670985650556245e-08,-1.0339715262113204e-07,-2.3976956715163677e-05
6.353,2.4194909439054506e-08,-1.8236761158486786e-07,-2.283366206208082e-05
6.357,2.3462771620809703e-08,-2.5708886448691016e-07,-2.1164499745368388e-05
6.36,2.2491565733367863e-08,-3.2585707134692844e-07,-1.902833284335318e-05
6.363,2.130361323064213e-08,-3.8717768734330037e-07,-1.6499726262344466e-05
6.367,1.9925784866897402e-08,-4.3981445981753073e-07,-1.3664935818498143e-05
6.37,1.8388582172546e-08,-4.828244516536772e-07,-1.0617172645514831e-05
6.373,1.672512907487723e-08,-5.155769696412679e-07,-7.451495955516168e-06
6.377,1.4970128788615003e-08,-5.377554735995702e-07,-4.259711674034582e-06
6.38,1.3158842102442201e-08,-5.49342790928318e-07,-1.125643050716168e-06
6.383,1.132614004213171e-08,-5.50591197259789e-07,1.8788418476141514e-06
6.387,9.505676696764009e-09,-5.419801287966376e-07,4.696754590335487e-06
6.39,7.729217248026272e-09,-5.241652146241046e-07,7.287629051591771e-06
6.393,6.026142844783422e-09,-4.979229923891714e-07,9.627773363261754e-06
6.397,4.423138957293609e-09,-4.6409595810963093e-07,1.1709113100228275e-05
